ID,Parent Interest ID,Summary,Registration Date,Published Date,Updated Date,Category,Member,MNIS ID,Appg,PaymentType,PaymentDescription,Value,ReceivedDate,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Link_1
5830,,Babcock International - £400.00,2024-05-21,2024-05-22,,"Gifts, benefits and hospitality from UK sources",Luke Pollard,4682,,InKind,"Two tickets and hospitality for the Army Vs Navy rugby match at Twickenham, in capacity as the MP for Devonport",400.00,04/05/2024,04/05/2024,,False,Babcock International,"33 Wigmore Street, London W1U 1QX",Company,Babcock International,,02342138,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5830
5844,,Football Association Limited - £450.00,2024-05-20,2024-05-22,,"Gifts, benefits and hospitality from UK sources",Anneliese Dodds,4657,,InKind,Three tickets with hospitality to the FA Women's Cup Final. The value of the tickets and hospitality was donated to charity,450.00,19/04/2024,19/04/2024,,False,Football Association Limited,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association Limited,,0007779,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5844
5812,,"Tottenham Hotspur Football Club - £2,500.00",2024-05-20,2024-05-21,,"Gifts, benefits and hospitality from UK sources",Mr David Lammy,206,,InKind,Five tickets with the use of a hospitality box to see Tottenham Hotspur vs Arsenal football match,2500.00,28/04/2024,28/04/2024,,False,Tottenham Hotspur Football Club,"Lilywhite House, 782 High Road, London N17 0BX",Company,Tottenham Hotspur Football Club,,1706458,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5812
5810,,Randox Laboratories Ltd - £496.00,2024-05-20,2024-05-21,,"Gifts, benefits and hospitality from UK sources",Kim Johnson,4824,,InKind,Hospitality for me and a plus one at the Grand National,496.00,15/04/2024,15/04/2024,,False,Randox Laboratories Ltd,"55 Diamond Road, Crumlin, Co. Antrim BT29 4QY",Company,Randox Laboratories Ltd,,NI015738,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5810
5794,,London Marathon Events Ltd - £350.00,2024-05-17,2024-05-21,,"Gifts, benefits and hospitality from UK sources",James Wild,4787,,InKind,Access to dedicated start and finish line hospitality area at 2024 London Marathon,350.00,21/04/2024,21/04/2024,,True,London Marathon Events Ltd,"Marathon House, 190 Great Dover St, London SE1 4YB",Company,London Marathon Events Ltd,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5794
5797,,Betting and Gaming Council - £600.00,2024-05-17,2024-05-21,,"Gifts, benefits and hospitality from UK sources",Dan Jarvis,4243,,InKind,A pair of hospitality tickets for the Premier League Fixture between Nottingham Forest v Chelsea,600.00,11/05/2024,11/05/2024,,False,Betting and Gaming Council,"1st Floor, 90 Chancery Lane, London WC2A 1EU",Company,Betting and Gaming Council,,12213577,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5797
5801,,London Marathon Events Ltd - £350.00,2024-05-20,2024-05-21,,"Gifts, benefits and hospitality from UK sources",Bambos Charalambous,4610,,InKind,Hospitality for the London Marathon,350.00,21/04/2024,21/04/2024,,False,London Marathon Events Ltd,"Marathon House, 190 Great Dover St, London SE1 4YB",Company,London Marathon Events Ltd,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5801
5845,,"Manchester United - £1,790.00",2024-05-20,2024-05-20,,"Gifts, benefits and hospitality from UK sources",Sir Keir Starmer,4514,,InKind,Two tickets in the Directors’ Box (including dining) at Old Trafford for Manchester United v Arsenal FC (value is approximate),1790.00,12/05/2024,12/05/2024,,False,Manchester United,"Old Trafford, Sir Matt Busby Way, Manchester M16 0RA",Company,Manchester United,,95489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5845
5790,,"Channel 4 - £1,716.00",2024-05-17,2024-05-17,,"Gifts, benefits and hospitality from UK sources",Alex Sobel,4658,,InKind,Two tickets and hospitality at the TV BAFTAS,1716.00,12/05/2024,12/05/2024,,False,Channel 4,"124 Horseferry Road, London SW1P 2TX",Company,Channel 4,,01533774,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5790
5768,,Football Association Ltd - £600.00,2024-05-15,2024-05-17,,"Gifts, benefits and hospitality from UK sources",Munira Wilson,4776,,InKind,Three tickets and hospitality for the Royal Box at the Women's FA Cup Final,600.00,12/05/2024,12/05/2024,,False,Football Association Ltd,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5768
5785,,Coventry City Football Club - £540.00,2024-05-16,2024-05-17,,"Gifts, benefits and hospitality from UK sources",Taiwo Owatemi,4779,,InKind,Two tickets to the Royal Box at Wembley for the FA Cup Semi-final match Coventry City vs Man Utd,540.00,21/04/2024,21/04/2024,,False,Coventry City Football Club,"Sky Blue Lodge, Leamington Road, Ryton on Dunsmore CV8 3FL",Company,Coventry City Football Club,,07612487,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5785
5744,,Wrexham AFC Limited - £360.00,2024-05-14,2024-05-16,,"Gifts, benefits and hospitality from UK sources",Jo Stevens,4425,,InKind,"A ticket for myself and a member of staff, with hospitality, to attend Wrexham v Stockport County in my capacity as Shadow Secretary of State for Wales",360.00,27/04/2024,27/04/2024,,False,Wrexham AFC Limited,"Racecourse Ground, Mold Road, Wrexham LL11 2AH",Company,Wrexham AFC Limited,,07698872,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5744
5717,,Betting and Gaming Council - £600.00,2024-05-13,2024-05-13,,"Gifts, benefits and hospitality from UK sources",Alex Norris,4641,,InKind,Two tickets with hospitality to Nottingham Forest vs Chelsea at the City Ground,600.00,11/05/2024,11/05/2024,,False,Betting and Gaming Council,"Kings Buildings, 16 Smith Square, London SW1P 3HQ",Company,Betting and Gaming Council,,12213577,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5717
5732,,"Society of London Theatre - £1,050.00",2024-05-13,2024-05-13,,"Gifts, benefits and hospitality from UK sources",Sarah Olney,4591,,InKind,Two tickets to the Olivier Awards with hospitality,1050.00,14/04/2024,14/04/2024,,False,Society of London Theatre,"32 Rose Street, London WC2E 9ET",Company,Society of London Theatre,,527227,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5732
5681,,"JBC Defence Ltd - £2,916.67",2024-05-10,2024-05-10,,"Gifts, benefits and hospitality from UK sources",Jeremy Corbyn,185,,InKind,Legal fees paid to my solicitor in the case of Millett Vs Corbyn,2916.67,09/05/2024,09/05/2024,,True,JBC Defence Ltd,"Lytchett House, 13 Freeland Park, Wareham, Poole,  Dorset BH16 6FA",Company,JBC Defence Ltd,,12956185,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5681
5702,,London Marathon Events Limited - £700.00,2024-05-09,2024-05-09,2024-05-28,"Gifts, benefits and hospitality from UK sources",Dr Caroline Johnson,4592,,InKind,Hospitality at the start and finish of the Marathon (£350 per person) for me and a friend who is also a constituent and was running for the same charity as me,700.00,21/04/2024,21/04/2024,,False,London Marathon Events Limited,"Marathon House, 190 Great Dover Street, London SE1 4YB",Company,London Marathon Events Limited,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5702
5675,,Charles Gordon-Lennox (The Duke of Richmond) - £590.00,2024-05-10,2024-05-09,,"Gifts, benefits and hospitality from UK sources",Ms Nusrat Ghani,4460,,InKind,Two adults and a child ticket to Goodwood members' meeting day,590.00,14/04/2024,14/04/2024,,False,Charles Gordon-Lennox (The Duke of Richmond),,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5675
5684,,Aviva - £459.00,2024-05-09,2024-05-09,,"Gifts, benefits and hospitality from UK sources",Tulip Siddiq,4518,,InKind,Two tickets and hospitality at a concert at The O2,459.00,25/04/2024,25/04/2024,,False,Aviva,"80 Fenchurch St, London EC3M 4AE",Company,Aviva,,02468686,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5684
5657,,The Jockey Club - £900.00,2024-05-08,2024-05-08,,"Gifts, benefits and hospitality from UK sources",Bill Esterson,4061,,InKind,Ticket with hospitality to the Grand National at Aintree Racecourse,900.00,13/04/2024,13/04/2024,,True,The Jockey Club,"75 High Holborn, London WC1V 6LS",Unincorporated association,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5657
5651,,BBC - £40.00,2024-05-03,2024-05-08,,"Gifts, benefits and hospitality from UK sources",Nick Thomas-Symonds,4479,,InKind,"Associated with an appearance on BBC Election Night Coverage, taxi travel to and from Broadcasting House (value is estimated)",40.00,03/05/2024,03/05/2024,,True,BBC,"Broadcasting House, Portland Place, London W1A 1AA",Company,BBC,,RC000057,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5651
5597,,"London Marathon Events Ltd - £1,700.00",2024-05-02,2024-05-08,,"Gifts, benefits and hospitality from UK sources",Jeremy Hunt,1572,,InKind,Six tickets to start hospitality (£200 each); one ticket to finish hospitality (£150); one start and finish hospitality (£350). Accompanied by family members running London Marathon together,1700.00,21/04/2024,21/04/2024,,False,London Marathon Events Ltd,"190 Great Dover Street, London SE1 4YB",Company,London Marathon Events Ltd,,01528489,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5597
5596,,Royal Opera House - £418.00,2024-05-08,2024-05-02,,"Gifts, benefits and hospitality from UK sources",Jeremy Hunt,1572,,InKind,Two tickets (£164 per person) with hospitality (£45 per person). I was accompanied by my wife,418.00,22/04/2024,22/04/2024,,False,Royal Opera House,"Covent Garden, London WC2E 9DD",Company,Royal Opera House,,00480523,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5596
5556,,The Goodwood Estate Ltd - £420.00,2024-04-30,2024-05-01,,"Gifts, benefits and hospitality from UK sources",Greg Smith,4778,,InKind,"Two tickets with hospitality, including event metal badges, for the Goodwood Members' meeting",420.00,14/04/2024,14/04/2024,,False,The Goodwood Estate Ltd,"Goodwood House, Chichester PO18 0PX",Company,The Goodwood Estate Ltd,,553452,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5556
5433,,"Tottenham Hotspur Ltd - £2,500.00",2024-04-29,2024-04-29,,"Gifts, benefits and hospitality from UK sources",Sir Keir Starmer,4514,,InKind,Five tickets and hospitality to Tottenham Hotspur vs Arsenal (value is approximate),2500.00,28/04/2024,28/04/2024,,False,Tottenham Hotspur Ltd,"Tottenham Hotspur Football Club, Lilywhite House, 782 High Road, London N17 0BX",Company,Tottenham Hotspur Ltd,,01706358,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5433
5529,,Hestview Ltd - £500.00,2024-04-29,2024-04-29,,"Gifts, benefits and hospitality from UK sources",Alex Sobel,4658,,InKind,Two tickets with hospitality for Leeds Utd v Sunderland,500.00,09/04/2024,09/04/2024,,False,Hestview Ltd,"4 Wellington Place, Leeds LS1 4AP",Company,Hestview Ltd,,01100741,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5529
5410,,"Jockey Club Racecourses Ltd - £1,800.00",2024-04-24,2024-04-25,,"Gifts, benefits and hospitality from UK sources",Dame Karen Bradley,4110,,InKind,Two tickets with hospitality to the Grand National,1800.00,13/04/2024,13/04/2024,,True,Jockey Club Racecourses Ltd,"21-27 Lamb's Canduit Street, London WC1N 3NL",Company,Jockey Club Racecourses Ltd,,02909409,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5410
5492,,"The Walbrook Club - £1,440.00",2024-04-25,2024-04-25,,"Gifts, benefits and hospitality from UK sources",Suella Braverman,4475,,InKind,One year honorary membership of the private members' club,1440.00,01/04/2024,01/04/2024,31/03/2025,True,The Walbrook Club,"The Walbrook Club, 37a Walbrook, London EC4N 8BS",Company,The Walbrook Club,,03578810,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5492
5519,,"Jockey Club - £1,800.00",2024-04-25,2024-04-25,,"Gifts, benefits and hospitality from UK sources",Kevin Hollinrake,4474,,InKind,Tickets for me and my civil partner to the Randox Grand National 2024 Chairman's Lunch,1800.00,13/04/2024,13/04/2024,,False,Jockey Club,"Cheltenham Racecourse, Evesham Road, Cheltenham GL50 4SH",Company,Jockey Club,,RC000287,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5519
5456,,"The FA Premier League Ltd - £2,634.00",2024-04-24,2024-04-24,,"Gifts, benefits and hospitality from UK sources",Dame Karen Bradley,4110,,InKind,Three tickets with hospitality to the FA Cup semi-final,2634.00,20/04/2024,20/04/2024,,False,The FA Premier League Ltd,"Brunel Building, 57 North Wharf Road, London W2 1HQ",Company,The FA Premier League Ltd,,2719699,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5456
5514,,Wolverhampton Wanderers Football Club - £372.00,2024-04-24,2024-04-24,,"Gifts, benefits and hospitality from UK sources",Pat McFadden,1587,,InKind,Ticket with hospitality and use of a Directors' Box seat outside,372.00,20/04/2024,20/04/2024,,True,Wolverhampton Wanderers Football Club,"Molineux Stadium, Waterloo Road, Wolverhampton WV1 4QR",Company,Wolverhampton Wanderers Football Club,,1989823,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5514
5220,,"Wolverhampton Wanderers Football Club - £1,488.00",2024-04-23,2024-04-23,,"Gifts, benefits and hospitality from UK sources",Sir Keir Starmer,4514,,InKind,Four tickets and hospitality to Arsenal vs Wolverhampton Wanderers (value is approximate),1488.00,20/04/2024,20/04/2024,,False,Wolverhampton Wanderers Football Club,"Molineux Stadium, Waterloo Road, Wolverhampton WV1 4QR",Company,Wolverhampton Wanderers Football Club,,1989823,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5220
5411,,Goodwood Road Racing Company Limited - £400.00,2024-04-22,2024-04-23,,"Gifts, benefits and hospitality from UK sources",Andrew Griffith,4874,,InKind,Two tickets for Members Meeting,400.00,14/04/2024,14/04/2024,,False,Goodwood Road Racing Company Limited,"Goodwood House, Goodwood, West Sussex PO18 0PX",Company,Goodwood Road Racing Company Limited,,00466176,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5411
5417,,"Society of London Theatre - £1,050.00",2024-04-22,2024-04-23,,"Gifts, benefits and hospitality from UK sources",Lilian Greenwood,4029,,InKind,"Two tickets, for me and a staff member, to the Olivier Awards were provided and these were accompanied by hospitality at the pre-ceremony reception and interval",1050.00,14/04/2024,14/04/2024,,False,Society of London Theatre,"32 Rose Street, London WC2E 9ET",Company,Society of London Theatre,,00527227,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5417
5397,,Stephenson-Mohl Group - £500.00,2024-04-19,2024-04-23,,"Gifts, benefits and hospitality from UK sources",Catherine McKinnell,4125,,InKind,One ticket to Newcastle United game with hospitality,500.00,13/04/2024,13/04/2024,,True,Stephenson-Mohl Group,"Stephenson-Mohl Group, Amber Court, William Armstrong Drive, Newcastle upon Tyne, NE4 7YA",Company,Stephenson-Mohl Group,,10782173,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5397
5416,,Society of London Theatre (SOLT) - £525.00,2024-04-22,2024-04-23,,"Gifts, benefits and hospitality from UK sources",Dame Caroline Dinenage,4008,,InKind,Ticket to the Olivier Awards & hospitality at the pre-ceremony reception,525.00,14/04/2024,14/04/2024,,True,Society of London Theatre (SOLT),"32 Rose Street, London WC2E 9ET",Company,Society of London Theatre (SOLT),,527227,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5416
5332,,"The Jockey Club - £1,800.00",2024-04-23,2024-04-23,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,"I attended the Grand National with a plus one, as a guest of the Jockey Club",1800.00,13/04/2024,13/04/2024,,False,The Jockey Club,"21-27 Lamb's Conduit Street, London WC1N 3NL",Company,The Jockey Club,,02909409,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5332
5339,,"Society of London Theatre - £1,050.00",2024-04-16,2024-04-19,,"Gifts, benefits and hospitality from UK sources",Jeremy Hunt,1572,,InKind,Two tickets to the Olivier Awards & hospitality at the Pre-ceremony reception and interval (£525 per ticket). I was accompanied by my wife,1050.00,14/04/2024,14/04/2024,,False,Society of London Theatre,"32 Rose Street, London, WC2E 9ET",Company,Society of London Theatre,,527227,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5339
5246,,Rahil Ahmad - £850.00,2024-04-17,2024-04-18,,"Gifts, benefits and hospitality from UK sources",Sarah Owen,4777,,InKind,"Photography session, full day",850.00,15/03/2024,15/03/2024,,True,Rahil Ahmad,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5246
5362,,BBC Wales Cymru - £380.00,2024-04-16,2024-04-16,,"Gifts, benefits and hospitality from UK sources",Anna McMorrin,4632,,InKind,Two tickets with hospitality for the Wales v Scotland Six Nations Game,380.00,03/02/2024,03/02/2024,,False,BBC Wales Cymru,"3 Central Square, Cardiff CF10 1FS",Company,BBC Wales Cymru,,03418710,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5362
5310,,British Assocation of Shooting and Conservation (BASC) - £708.00,2024-04-15,2024-04-15,,"Gifts, benefits and hospitality from UK sources",Stuart Anderson,4742,,InKind,"Overnight accommodation, dinner and clay shoot",708.00,27/03/2024,27/03/2024,28/03/2024,True,British Assocation of Shooting and Conservation (BASC),"Marford Mill, Rossett, Wrexham LL12 0HL",Company,British Assocation of Shooting and Conservation (BASC),,28488R,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5310
5296,,The Huddersfield Town Association Football Club Limited - £316.20,2024-04-15,2024-04-15,,"Gifts, benefits and hospitality from UK sources",Kim Leadbeater,4923,,InKind,Three tickets and hospitality to watch Huddersfield Town v Millwall FC,316.20,06/04/2024,06/04/2024,,False,The Huddersfield Town Association Football Club Limited,"The John Smith's Stadium Stadium Way, Leeds Road, Huddersfield HD1 6PX",Company,The Huddersfield Town Association Football Club Limited,,01771361,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5296
5308,,Football Association Ltd - £476.00,2024-04-15,2024-04-15,,"Gifts, benefits and hospitality from UK sources",Kim Leadbeater,4923,,InKind,Two tickets with hospitality for England v Belgium match,476.00,26/03/2024,26/03/2024,,False,Football Association Ltd,"Wembley Stadium, Wembley, London HA9 0WS",Company,Football Association Ltd,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5308
5297,,The Huddersfield Town Association Football Club Limited - £230.00,2024-04-15,2024-04-15,,"Gifts, benefits and hospitality from UK sources",Kim Leadbeater,4923,,InKind,Two tickets and hospitality for Huddersfield Town v West Bromwich Albion,230.00,10/03/2024,10/03/2024,,False,The Huddersfield Town Association Football Club Limited,"The John Smith's Stadium Stadium Way, Leeds Road, Huddersfield HD1 6PX",Company,The Huddersfield Town Association Football Club Limited,,01771361,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5297
5146,,The Royal National Theatre - £535.36,2024-04-08,2024-04-14,,"Gifts, benefits and hospitality from UK sources",Wes Streeting,4504,,InKind,Tickets and refreshments for me plus 7 staff to the play Nye on 14 March 2024,535.36,14/03/2024,02/04/2024,,False,The Royal National Theatre,"Upper Ground, London SE1 9PX",Company,The Royal National Theatre,,00749504,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5146
5221,,"Heward Mills Ltd - £1,144.00",2024-04-12,2024-04-14,,"Gifts, benefits and hospitality from UK sources",Ms Diane Abbott,172,,InKind,Special guest at HewardMills event at the Grove Hotel Hertfordshire. Overnight stay at hotel with access to facilities,1144.00,06/04/2024,06/04/2024,07/04/2024,True,Heward Mills Ltd,"77 Farringdon Rd, London EC1M 3JU",Company,Heward Mills Ltd,,11211970,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5221
5185,,Matt Williams - £589.00,2024-04-10,2024-04-14,,"Gifts, benefits and hospitality from UK sources",Bridget Phillipson,4046,,InKind,Hotel room in advance of a fundraising event and car back to London following the event,589.00,21/03/2024,21/03/2024,22/03/2024,True,Matt Williams,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5185
5186,,GMB - £345.56,2024-04-10,2024-04-14,,"Gifts, benefits and hospitality from UK sources",Bridget Phillipson,4046,,InKind,Use of a meeting room for a shadow education team away day,345.56,26/03/2024,26/03/2024,,False,GMB,"Mary Turner House, 22 Stephenson Way, London NW1 2HD",Trade Union,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5186
5273,,"JBC Defence Ltd - £2,916.67",2024-04-11,2024-04-11,,"Gifts, benefits and hospitality from UK sources",Jeremy Corbyn,185,,InKind,Legal fees paid to my solicitor in the case of Millett Vs Corbyn,2916.67,08/03/2024,08/03/2024,,True,JBC Defence Ltd,"PO Box 2410, 49 Salisbury St, Fordingbridge SP6 9BL",Company,JBC Defence Ltd,,12956185,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5273
5147,,Manchester City FC - £450.00,2024-04-10,2024-04-10,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,One ticket to Manchester City v Arsenal with hospitality,450.00,31/03/2024,31/03/2024,,True,Manchester City FC,"Etihad Stadium, Etihad Campus, Manchester M11 3FF",Company,Manchester City FC,,00040946,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5147
5116,,"UK Music - £1,500.00",2024-04-09,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Ms Abena Oppong-Asare,4820,,InKind,One ticket with hospitality to the BRIT Awards 2024,1500.00,02/03/2024,02/03/2024,,True,UK Music,"Work.Life, 33 Foley Street, London W1W 7TL",Company,UK Music,,3245288,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5116
5178,,Manchester City Football Club - £900.00,2024-04-09,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Sir Keir Starmer,4514,,InKind,Hospitality and match tickets for two people to Manchester City vs Arsenal (value is approximate),900.00,31/03/2024,31/03/2024,,False,Manchester City Football Club,"Etihad Stadium, Ashton New Road, Manchester M11 3FF",Company,Manchester City Football Club,,08355862,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5178
5179,,Brighton and Hove Albion Football Club - £500.00,2024-04-09,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Sir Keir Starmer,4514,,InKind,Four tickets and hospitality to Brighton vs Arsenal (value is approximate),500.00,06/04/2024,06/04/2024,,False,Brighton and Hove Albion Football Club,"American Express Stadium, Village Way, Brighton BN1 9BL",Company,Brighton and Hove Albion Football Club,,00081077,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5179
5095,,Labour Together - £190.00,2024-04-05,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Steve Reed,4268,,InKind,"Accommodation for me and a staff member while attending Restitch: Social Fabric Summit, Coventry",190.00,07/03/2024,07/03/2024,,False,Labour Together,"Longley House, Park Road, London N2 8EY",Company,Labour Together,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5095
5097,,Labour Together - £146.85,2024-04-05,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Steve Reed,4268,,Cash,"as reimbursement of travel to Social Fabric Summit, Coventry on 7 and 8 March 2024",146.85,12/03/2024,12/03/2024,,True,Labour Together,"Longley House, Park Road, London N2 8EY",Company,Labour Together,,09630980,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5097
5093,,The Football Association - £500.00,2024-04-04,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Steve Reed,4268,,InKind,Two tickets with hospitality for England vs Brazil,500.00,23/03/2024,23/03/2024,,False,The Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,The Football Association,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5093
5176,,Royal Opera House Covent Garden Foundation - £344.00,2024-04-08,2024-04-09,,"Gifts, benefits and hospitality from UK sources",Darren Jones,4621,,InKind,Two tickets to a performance and hospitality,344.00,05/04/2024,05/04/2024,,False,Royal Opera House Covent Garden Foundation,"Royal Opera House, Bow Street, London WC2E 9DD",Company,Royal Opera House Covent Garden Foundation,,480523,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5176
5080,,Heineken UK - £400.00,2024-04-03,2024-04-08,,"Gifts, benefits and hospitality from UK sources",Christine Jardine,4634,,InKind,Tickets for the Scotland V England six nations match plus hospitality at a nearby Heineken pub,400.00,24/02/2024,24/02/2024,,False,Heineken UK,"Avalon House, 72 Lower Mortlake Road, Richmond TW9 2JY",Company,Heineken UK,,15189784,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5080
5154,,Cardiff City Football Club Limited - £357.60,2024-04-08,2024-04-08,,"Gifts, benefits and hospitality from UK sources",Stephen Doughty,4264,,InKind,Attendance and hospitality at Wales vs Finland football match for me and a guest,357.60,21/03/2024,21/03/2024,,False,Cardiff City Football Club Limited,"Cardiff City Stadium, Leckwith Road, Cardiff CF11 8AZ",Company,Cardiff City Football Club Limited,,00109065,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5154
5113,,"BPI (British Recorded Music Industry) Limited - £1,500.00",2024-04-04,2024-04-05,,"Gifts, benefits and hospitality from UK sources",Charlotte Nichols,4799,,InKind,Ticket with hospitality for the BRIT Awards 2024,1500.00,02/03/2024,02/03/2024,,True,BPI (British Recorded Music Industry) Limited,"27 Old Gloucester Street, London WC1N 3AX",Company,BPI (British Recorded Music Industry) Limited,,01132389,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5113
5056,,Manchester City FC - £420.00,2024-04-02,2024-04-04,,"Gifts, benefits and hospitality from UK sources",Andrew Western,4979,,InKind,Ticket to Manchester City V Newcastle FA Cup Quarter Final at the Etihad Stadium,420.00,16/03/2024,16/03/2024,,True,Manchester City FC,"Etihad Stadium, Etihad Campus, Manchester M11 3FF",Company,Manchester City FC,,00040946,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5056
5036,,The Football Association - £476.00,2024-03-28,2024-04-04,,"Gifts, benefits and hospitality from UK sources",Munira Wilson,4776,,InKind,Two tickets and hospitality for the Royal Box at the England v Belgium match,476.00,26/03/2024,26/03/2024,,False,The Football Association,"Wembley Stadium, Wembley, London HA9 0WS",Company,The Football Association,,00077797,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/5036
4807,,General Mills UK Ltd - £320.00,2024-03-25,2024-03-29,,"Gifts, benefits and hospitality from UK sources",Keir Mather,4993,,InKind,Ticket and dinner to Food and Drink Federation annual dinner,320.00,20/03/2024,20/03/2024,,True,General Mills UK Ltd,"Capital Court, 30 Windsor Street, Uxbridge UB8 1AB",Company,General Mills UK Ltd,,04633664,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/4807
5028,,"Lord Michael Hintze - £1,000.00",2024-03-28,2024-03-29,,"Gifts, benefits and hospitality from UK sources",Alicia Kearns,4805,,InKind,One ticket for the Conservative Party Winter Ball,1000.00,29/02/2024,29/02/2024,,True,Lord Michael Hintze,,Individual,,,,,,,https://interests-api.parliament.uk/api/v1/Interests/5028
4888,,Manchester City FC - £840.00,2024-03-26,2024-03-29,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,Two tickets to Manchester City v Newcastle for me and one guest with hospitality (£420 per ticket),840.00,16/03/2024,16/03/2024,,False,Manchester City FC,"Etihad Stadium, Etihad Campus, Manchester M11 3FF",Company,Manchester City FC,,00040946,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/4888
4894,,Manchester City FC - £150.00,2024-03-26,2024-03-29,,"Gifts, benefits and hospitality from UK sources",Lucy Powell,4263,,InKind,"Two tickets for the Manchester City Women vs. Manchester United Women match, as guests of Manchester City for my staff member",150.00,23/03/2024,23/03/2024,,False,Manchester City FC,"Etihad Stadium, Etihad Campus, Manchester M11 3F",Company,Manchester City FC,,00040946,Companies House,,,https://interests-api.parliament.uk/api/v1/Interests/4894
